dataset,dimension,relation,paper_orf_id,paper_chrom,paper_strand,paper_blocks,paper_start_codon,paper_stop_codon,paper_span_start,paper_span_end,paper_aa_len,pred_orf_id,pred_blocks,pred_start_codon,pred_stop_codon,pred_span_start,pred_span_end,pred_aa_len,delta_start_nt,delta_stop_nt,scope_class
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955167-37955338:+_56,chr18,+,37955167-37955338,37955167,37955338,37955167,37955338,56,P1_18:37955168_37955338:+:1:171,37955168-37955338,37955168,37955338,37955168,37955338,56,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955167-37955338:+_56,chr18,+,37955167-37955338,37955167,37955338,37955167,37955338,56,P1_18:37955168_37955338:+:1:171,37955168-37955338,37955168,37955338,37955168,37955338,56,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956946:+_41,chr18,+,"37955808-37955916,37956928-37956946",37955808,37956946,37955808,37956946,41,P1_18:37955809_37956946:+:2:126,"37955809-37955916,37956929-37956946",37955809,37956946,37955809,37956946,41,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956946:+_41,chr18,+,"37955808-37955916,37956928-37956946",37955808,37956946,37955808,37956946,41,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,543,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956403:+_58,chr18,+,"37955808-37955909,37956327-37956403",37955808,37956403,37955808,37956403,58,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956403:+_58,chr18,+,"37955808-37955909,37956327-37956403",37955808,37956403,37955808,37956403,58,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956477:+_85,chr18,+,"37955808-37955916,37956327-37956477",37955808,37956477,37955808,37956477,85,P1_18:37955809_37956477:+:2:258,"37955809-37955916,37956328-37956477",37955809,37956477,37955809,37956477,85,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956477:+_85,chr18,+,"37955808-37955916,37956327-37956477",37955808,37956477,37955808,37956477,85,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,74,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956477:+_88,chr18,+,"37955808-37955925,37956327-37956477",37955808,37956477,37955808,37956477,88,P1_18:37955809_37956477:+:2:267,"37955809-37955925,37956328-37956477",37955809,37956477,37955809,37956477,88,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956477:+_88,chr18,+,"37955808-37955925,37956327-37956477",37955808,37956477,37955808,37956477,88,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,74,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044024.15_Rell2_chr18:37955808-37956932:+_34,chr18,+,"37955808-37955909,37956928-37956932",37955808,37956932,37955808,37956932,34,P1_18:37955809_37956403:+:2:177,"37955809-37955909,37956328-37956403",37955809,37956403,37955809,37956403,58,1,529,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000073563.2_Csnk1g3_chr18:53862294-53862402:+_35,chr18,+,53862294-53862402,53862294,53862402,53862294,53862402,35,P1_18:53862295_53862402:+:1:108,53862295-53862402,53862295,53862402,53862295,53862402,35,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000073563.2_Csnk1g3_chr18:53862294-53862402:+_35,chr18,+,53862294-53862402,53862294,53862402,53862294,53862402,35,P1_18:53862295_53862402:+:1:108,53862295-53862402,53862295,53862402,53862295,53862402,35,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000073563.2_Csnk1g3_chr18:53862244-53862313:+_22,chr18,+,53862244-53862313,53862244,53862313,53862244,53862313,22,P1_18:53862245_53862313:+:1:69,53862245-53862313,53862245,53862313,53862245,53862313,22,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000073563.2_Csnk1g3_chr18:53862244-53862313:+_22,chr18,+,53862244-53862313,53862244,53862313,53862244,53862313,22,P1_18:53862245_53862313:+:1:69,53862245-53862313,53862245,53862313,53862245,53862313,22,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000052713.8_Zfp608_chr18:54990042-54990129:-_28,chr18,-,54990042-54990129,54990129,54990042,54990042,54990129,28,P1_18:54990043_54990129:-:1:87,54990043-54990129,54990129,54990043,54990043,54990129,28,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000052713.8_Zfp608_chr18:54990042-54990129:-_28,chr18,-,54990042-54990129,54990129,54990042,54990042,54990129,28,P1_18:54990043_54990129:-:1:87,54990043-54990129,54990129,54990043,54990043,54990129,28,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000044176.11_Spink10_chr18:62549022-62650313:+_34,chr18,+,"62549022-62549084,62650270-62650313",62549022,62650313,62549022,62650313,34,P1_18:62549023_62650313:+:2:105,"62549023-62549084,62650271-62650313",62549023,62650313,62549023,62650313,34,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000044176.11_Spink10_chr18:62549022-62650313:+_34,chr18,+,"62549022-62549084,62650270-62650313",62549022,62650313,62549022,62650313,34,P1_18:62549023_62650313:+:2:105,"62549023-62549084,62650271-62650313",62549023,62650313,62549023,62650313,34,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000032735.14_Ablim3_chr18:61911265-61911328:-_20,chr18,-,61911265-61911328,61911328,61911265,61911265,61911328,20,P1_18:61911266_61911328:-:1:63,61911266-61911328,61911328,61911266,61911266,61911328,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000032735.14_Ablim3_chr18:61911265-61911328:-_20,chr18,-,61911265-61911328,61911328,61911265,61911265,61911328,20,P1_18:61911266_61911328:-:1:63,61911266-61911328,61911328,61911266,61911266,61911328,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000047259.2_Mc4r_chr18:66860268-66860406:-_45,chr18,-,66860268-66860406,66860406,66860268,66860268,66860406,45,P1_18:66860269_66860406:-:1:138,66860269-66860406,66860406,66860269,66860269,66860406,45,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000047259.2_Mc4r_chr18:66860268-66860406:-_45,chr18,-,66860268-66860406,66860406,66860268,66860268,66860406,45,P1_18:66860269_66860406:-:1:138,66860269-66860406,66860406,66860269,66860269,66860406,45,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024524.16_Gnal_chr18:67088369-67088495:+_41,chr18,+,67088369-67088495,67088369,67088495,67088369,67088495,41,P1_18:67088370_67088495:+:1:126,67088370-67088495,67088370,67088495,67088370,67088495,41,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024524.16_Gnal_chr18:67088369-67088495:+_41,chr18,+,67088369-67088495,67088369,67088495,67088369,67088495,41,P1_18:67088370_67088495:+:1:126,67088370-67088495,67088370,67088495,67088370,67088495,41,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000009535.13_Rnmt_chr18:68300413-68305815:+_15,chr18,+,"68300413-68300425,68305779-68305815",68300413,68305815,68300413,68305815,15,P1_18:68303460_68305815:+:2:72,"68303460-68303495,68305780-68305815",68303460,68305815,68303460,68305815,23,3047,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024542.9_Cep192_chr18:67800671-67800749:+_25,chr18,+,67800671-67800749,67800671,67800749,67800671,67800749,25,P1_18:67800672_67800749:+:1:78,67800672-67800749,67800672,67800749,67800672,67800749,25,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024542.9_Cep192_chr18:67800671-67800749:+_25,chr18,+,67800671-67800749,67800671,67800749,67800671,67800749,25,P1_18:67800672_67800749:+:1:78,67800672-67800749,67800672,67800749,67800672,67800749,25,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73970443-73970527:-_27,chr18,-,73970443-73970527,73970527,73970443,73970443,73970527,27,P1_18:73970444_73970527:-:1:84,73970444-73970527,73970527,73970444,73970444,73970527,27,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73970443-73970527:-_27,chr18,-,73970443-73970527,73970527,73970443,73970443,73970527,27,P1_18:73970444_73970527:-:1:84,73970444-73970527,73970527,73970444,73970444,73970527,27,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73971182-73971257:-_24,chr18,-,73971182-73971257,73971257,73971182,73971182,73971257,24,P1_18:73971183_73971257:-:1:75,73971183-73971257,73971257,73971183,73971183,73971257,24,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73971182-73971257:-_24,chr18,-,73971182-73971257,73971257,73971182,73971182,73971257,24,P1_18:73971183_73971257:-:1:75,73971183-73971257,73971257,73971183,73971183,73971257,24,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73970696-73970750:-_17,chr18,-,73970696-73970750,73970750,73970696,73970696,73970750,17,P1_18:73970697_73970750:-:1:54,73970697-73970750,73970750,73970697,73970697,73970750,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024558.12_Mapk4_chr18:73970696-73970750:-_17,chr18,-,73970696-73970750,73970750,73970696,73970696,73970750,17,P1_18:73970697_73970750:-:1:54,73970697-73970750,73970750,73970697,73970697,73970750,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024548.11_Setbp1_chr18:79109229-79109301:-_23,chr18,-,79109229-79109301,79109301,79109229,79109229,79109301,23,P1_18:79109230_79109301:-:1:72,79109230-79109301,79109301,79109230,79109230,79109301,23,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024548.11_Setbp1_chr18:79109229-79109301:-_23,chr18,-,79109229-79109301,79109301,79109229,79109229,79109301,23,P1_18:79109230_79109301:-:1:72,79109230-79109301,79109301,79109230,79109230,79109301,23,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000060534.15_Dcc_chr18:72351005-72351068:-_20,chr18,-,72351005-72351068,72351068,72351005,72351005,72351068,20,P1_18:72351006_72351068:-:1:63,72351006-72351068,72351068,72351006,72351006,72351068,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000060534.15_Dcc_chr18:72351005-72351068:-_20,chr18,-,72351005-72351068,72351068,72351005,72351005,72351068,20,P1_18:72351006_72351068:-:1:63,72351006-72351068,72351068,72351006,72351006,72351068,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000060534.15_Dcc_chr18:72350796-72350859:-_20,chr18,-,72350796-72350859,72350859,72350796,72350796,72350859,20,P1_18:72350797_72350859:-:1:63,72350797-72350859,72350859,72350797,72350797,72350859,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000060534.15_Dcc_chr18:72350796-72350859:-_20,chr18,-,72350796-72350859,72350859,72350796,72350796,72350859,20,P1_18:72350797_72350859:-:1:63,72350797-72350859,72350859,72350797,72350797,72350859,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000050321.2_Neto1_chr18:86395839-86404661:+_94,chr18,+,"86395839-86395910,86397957-86398011,86398251-86398389,86404639-86404661",86395839,86404661,86395839,86404661,94,P1_18:86395840_86404661:+:4:285,"86395840-86395910,86397958-86398011,86398252-86398389,86404640-86404661",86395840,86404661,86395840,86404661,94,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000050321.2_Neto1_chr18:86395839-86404661:+_94,chr18,+,"86395839-86395910,86397957-86398011,86398251-86398389,86404639-86404661",86395839,86404661,86395839,86404661,94,P1_18:86395840_86404661:+:4:285,"86395840-86395910,86397958-86398011,86398252-86398389,86404640-86404661",86395840,86404661,86395840,86404661,94,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000050321.2_Neto1_chr18:86395242-86395380:+_45,chr18,+,86395242-86395380,86395242,86395380,86395242,86395380,45,P1_18:86395243_86395380:+:1:138,86395243-86395380,86395243,86395380,86395243,86395380,45,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000050321.2_Neto1_chr18:86395242-86395380:+_45,chr18,+,86395242-86395380,86395242,86395380,86395242,86395380,45,P1_18:86395243_86395380:+:1:138,86395243-86395380,86395243,86395380,86395243,86395380,45,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024646.13_Cyb5a_chr18:84851392-84851506:+_37,chr18,+,84851392-84851506,84851392,84851506,84851392,84851506,37,P1_18:84851393_84851506:+:1:114,84851393-84851506,84851393,84851506,84851393,84851506,37,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024646.13_Cyb5a_chr18:84851392-84851506:+_37,chr18,+,84851392-84851506,84851392,84851506,84851392,84851506,37,P1_18:84851393_84851506:+:1:114,84851393-84851506,84851393,84851506,84851393,84851506,37,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024502.9_Jakmip2_chr18:43590771-43687550:-_50,chr18,-,"43590771-43590826,43687452-43687550",43687550,43590771,43590771,43687550,50,P1_18:43590772_43687550:-:2:153,"43590772-43590826,43687453-43687550",43687550,43590772,43590772,43687550,50,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024502.9_Jakmip2_chr18:43590771-43687550:-_50,chr18,-,"43590771-43590826,43687452-43687550",43687550,43590771,43590771,43687550,50,P1_18:43590772_43687508:-:2:111,"43590772-43590826,43687453-43687508",43687508,43590772,43590772,43687508,36,42,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000067889.4_Sptbn2_chr19:4711484-4711568:+_27,chr19,+,4711484-4711568,4711484,4711568,4711484,4711568,27,P1_19:4711485_4711568:+:1:84,4711485-4711568,4711485,4711568,4711485,4711568,27,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000067889.4_Sptbn2_chr19:4711484-4711568:+_27,chr19,+,4711484-4711568,4711484,4711568,4711484,4711568,27,P1_19:4711485_4711568:+:1:84,4711485-4711568,4711485,4711568,4711485,4711568,27,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000067889.4_Sptbn2_chr19:4711343-4711421:+_25,chr19,+,4711343-4711421,4711343,4711421,4711343,4711421,25,P1_19:4711344_4711421:+:1:78,4711344-4711421,4711344,4711421,4711344,4711421,25,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000067889.4_Sptbn2_chr19:4711343-4711421:+_25,chr19,+,4711343-4711421,4711343,4711421,4711343,4711421,25,P1_19:4711344_4711421:+:1:78,4711344-4711421,4711344,4711421,4711344,4711421,25,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024875.4_Yif1a_chr19:5088566-5088644:+_25,chr19,+,5088566-5088644,5088566,5088644,5088566,5088644,25,P1_19:5088567_5088644:+:1:78,5088567-5088644,5088567,5088644,5088567,5088644,25,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024875.4_Yif1a_chr19:5088566-5088644:+_25,chr19,+,5088566-5088644,5088566,5088644,5088566,5088644,25,P1_19:5088567_5088644:+:1:78,5088567-5088644,5088567,5088644,5088567,5088644,25,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000054874.12_Pcnxl3_chr19:5686095-5688192:-_247,chr19,-,"5686095-5686219,5686430-5686526,5686626-5686666,5687118-5687218,5687450-5687638,5687996-5688192",5688192,5686095,5686095,5688192,247,P1_19:5686096_5688192:-:6:744,"5686096-5686219,5686431-5686526,5686627-5686666,5687119-5687218,5687451-5687638,5687997-5688192",5688192,5686096,5686096,5688192,247,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000054874.12_Pcnxl3_chr19:5686095-5688192:-_247,chr19,-,"5686095-5686219,5686430-5686526,5686626-5686666,5687118-5687218,5687450-5687638,5687996-5688192",5688192,5686095,5686095,5688192,247,P1_19:5686096_5688192:-:6:744,"5686096-5686219,5686431-5686526,5686627-5686666,5687119-5687218,5687451-5687638,5687997-5688192",5688192,5686096,5686096,5688192,247,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000054874.12_Pcnxl3_chr19:5688370-5688472:-_33,chr19,-,5688370-5688472,5688472,5688370,5688370,5688472,33,P1_19:5688371_5688472:-:1:102,5688371-5688472,5688472,5688371,5688371,5688472,33,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000054874.12_Pcnxl3_chr19:5688370-5688472:-_33,chr19,-,5688370-5688472,5688472,5688370,5688370,5688472,33,P1_19:5688371_5688472:-:1:102,5688371-5688472,5688472,5688371,5688371,5688472,33,0,1,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000037236.14_Matr3_chr18:35563038-35571843:+_20,chr18,+,"35563038-35563100,35571842-35571843",35563038,35571843,35563038,35571843,20,P1_18:35557343_35571935:+:2:120,"35557343-35557369,35571843-35571935",35557343,35571935,35557343,35571935,39,5695,92,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000037236.14_Matr3_chr18:35562835-35563036:+_66,chr18,+,35562835-35563036,35562835,35563036,35562835,35563036,66,P1_18:35557343_35571935:+:2:120,"35557343-35557369,35571843-35571935",35557343,35571935,35557343,35571935,39,5492,8899,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000047656.8_Trpt1_chr19:6996381-6996462:+_26,chr19,+,6996381-6996462,6996381,6996462,6996381,6996462,26,P1_19:6996382_6996462:+:1:81,6996382-6996462,6996382,6996462,6996382,6996462,26,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000047656.8_Trpt1_chr19:6996381-6996462:+_26,chr19,+,6996381-6996462,6996381,6996462,6996381,6996462,26,P1_19:6996382_6996462:+:1:81,6996382-6996462,6996382,6996462,6996382,6996462,26,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000056185.4_Snx32_chr19:5510379-5510475:-_31,chr19,-,5510379-5510475,5510475,5510379,5510379,5510475,31,P1_19:5510380_5510475:-:1:96,5510380-5510475,5510475,5510380,5510380,5510475,31,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000056185.4_Snx32_chr19:5510379-5510475:-_31,chr19,-,5510379-5510475,5510475,5510379,5510379,5510475,31,P1_19:5510380_5510475:-:1:96,5510380-5510475,5510475,5510380,5510380,5510475,31,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000071660.10_Ttc9c_chr19:8819132-8819204:-_23,chr19,-,8819132-8819204,8819204,8819132,8819132,8819204,23,P1_19:8819133_8819204:-:1:72,8819133-8819204,8819204,8819133,8819133,8819204,23,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000071660.10_Ttc9c_chr19:8819132-8819204:-_23,chr19,-,8819132-8819204,8819204,8819132,8819132,8819204,23,P1_19:8819133_8819204:-:1:72,8819133-8819204,8819204,8819133,8819133,8819204,23,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036192.15_Rorb_chr19:19110631-19110685:-_17,chr19,-,19110631-19110685,19110685,19110631,19110631,19110685,17,P1_19:19110632_19110685:-:1:54,19110632-19110685,19110685,19110632,19110632,19110685,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036192.15_Rorb_chr19:19110631-19110685:-_17,chr19,-,19110631-19110685,19110685,19110631,19110631,19110685,17,P1_19:19110632_19110685:-:1:54,19110632-19110685,19110685,19110632,19110632,19110685,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024897.8_Apba1_chr19:23758952-23759024:+_23,chr19,+,23758952-23759024,23758952,23759024,23758952,23759024,23,P1_19:23758953_23759024:+:1:72,23758953-23759024,23758953,23759024,23758953,23759024,23,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024897.8_Apba1_chr19:23758952-23759024:+_23,chr19,+,23758952-23759024,23758952,23759024,23758952,23759024,23,P1_19:23758953_23759024:+:1:72,23758953-23759024,23758953,23759024,23758953,23759024,23,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32351966-32388477:-_104,chr19,-,"32351966-32352023,32388219-32388477",32388477,32351966,32351966,32388477,104,P1_19:32351967_32388477:-:2:315,"32351967-32352023,32388220-32388477",32388477,32351967,32351967,32388477,104,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32351966-32388477:-_104,chr19,-,"32351966-32352023,32388219-32388477",32388477,32351966,32351966,32388477,104,P1_19:32351967_32388477:-:2:315,"32351967-32352023,32388220-32388477",32388477,32351967,32351967,32388477,104,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32160191-32160329:-_45,chr19,-,32160191-32160329,32160329,32160191,32160191,32160329,45,P1_19:32160192_32160329:-:1:138,32160192-32160329,32160329,32160192,32160192,32160329,45,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32160191-32160329:-_45,chr19,-,32160191-32160329,32160329,32160191,32160191,32160329,45,P1_19:32160192_32160329:-:1:138,32160192-32160329,32160329,32160192,32160192,32160329,45,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32223554-32248020:-_20,chr19,-,"32223554-32223590,32247993-32248020",32248020,32223554,32223554,32248020,20,P1_19:32223555_32248020:-:2:63,"32223555-32223590,32247994-32248020",32248020,32223555,32223555,32248020,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040451.17_Sgms1_chr19:32223554-32248020:-_20,chr19,-,"32223554-32223590,32247993-32248020",32248020,32223554,32223554,32248020,20,P1_19:32223555_32248020:-:2:63,"32223555-32223590,32247994-32248020",32248020,32223555,32223555,32248020,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000045932.12_Ifit2_chr19:34550697-34550829:+_43,chr19,+,34550697-34550829,34550697,34550829,34550697,34550829,43,P1_19:34550698_34550829:+:1:132,34550698-34550829,34550698,34550829,34550698,34550829,43,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000045932.12_Ifit2_chr19:34550697-34550829:+_43,chr19,+,34550697-34550829,34550697,34550829,34550697,34550829,43,P1_19:34550698_34550829:+:1:132,34550698-34550829,34550698,34550829,34550698,34550829,43,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000045932.12_Ifit2_chr19:34550715-34550829:+_37,chr19,+,34550715-34550829,34550715,34550829,34550715,34550829,37,P1_19:34550698_34550829:+:1:132,34550698-34550829,34550698,34550829,34550698,34550829,43,17,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040929.16_Rfx3_chr19:27923243-27982923:-_30,chr19,-,"27923243-27923266,27982853-27982923",27982923,27923243,27923243,27982923,30,P1_19:27923244_27982923:-:2:93,"27923244-27923266,27982854-27982923",27982923,27923244,27923244,27982923,30,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040929.16_Rfx3_chr19:27923243-27982923:-_30,chr19,-,"27923243-27923266,27982853-27982923",27982923,27923243,27923243,27982923,30,P1_19:27923244_27982923:-:2:93,"27923244-27923266,27982854-27982923",27982923,27923244,27923244,27982923,30,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024805.16_Pcgf5_chr19:36411989-36412085:+_31,chr19,+,36411989-36412085,36411989,36412085,36411989,36412085,31,P1_19:36411990_36412085:+:1:96,36411990-36412085,36411990,36412085,36411990,36412085,31,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024805.16_Pcgf5_chr19:36411989-36412085:+_31,chr19,+,36411989-36412085,36411989,36412085,36411989,36412085,31,P1_19:36411990_36412085:+:1:96,36411990-36412085,36411990,36412085,36411990,36412085,31,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025019.15_Lcor_chr19:41482686-41483573:+_47,chr19,+,"41482686-41482783,41483526-41483573",41482686,41483573,41482686,41483573,47,P1_19:41482687_41483573:+:2:144,"41482687-41482783,41483527-41483573",41482687,41483573,41482687,41483573,47,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025019.15_Lcor_chr19:41482686-41483573:+_47,chr19,+,"41482686-41482783,41483526-41483573",41482686,41483573,41482686,41483573,47,P1_19:41482687_41483573:+:2:144,"41482687-41482783,41483527-41483573",41482687,41483573,41482687,41483573,47,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024998.17_Plce1_chr19:38524134-38524206:+_23,chr19,+,38524134-38524206,38524134,38524206,38524134,38524206,23,P1_19:38524135_38524206:+:1:72,38524135-38524206,38524135,38524206,38524135,38524206,23,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024998.17_Plce1_chr19:38524134-38524206:+_23,chr19,+,38524134-38524206,38524134,38524206,38524134,38524206,23,P1_19:38524135_38524206:+:1:72,38524135-38524206,38524135,38524206,38524135,38524206,23,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000049670.8_Morn4_chr19:42086223-42086340:-_38,chr19,-,42086223-42086340,42086340,42086223,42086223,42086340,38,P1_19:42086224_42086340:-:1:117,42086224-42086340,42086340,42086224,42086224,42086340,38,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000049670.8_Morn4_chr19:42086223-42086340:-_38,chr19,-,42086223-42086340,42086340,42086223,42086223,42086340,38,P1_19:42086224_42086340:-:1:117,42086224-42086340,42086340,42086224,42086224,42086340,38,0,1,uORF
